title,author,state,district,ban_type,origin,date,year,month
"100 Questions You'd Never Ask Your Parents: Straight Answers to Teens' Questions About Sex, Sexuality, and Health","Henderson, Elisabeth",Texas,Klein Independent School District,Banned Pending Investigation,Administrator,2021-12-01,2021,2021-12
"Jane, Unlimited","Cashore, Kristin",Texas,North East Independent School District,Banned Pending Investigation,Administrator,2021-12-01,2021,2021-12
The Questions Within (Cutting Edge Series),"Schaeffer, Teresa",Texas,North East Independent School District,Banned Pending Investigation,Administrator,2021-12-01,2021,2021-12
Are You LGBTQ?,"Nagle, Jeanne",Texas,North East Independent School District,Banned Pending Investigation,Administrator,2021-12-01,2021,2021-12
Caste: The Origins of Our Discontents,"Wilkerson, Isabel",Texas,North East Independent School District,Banned Pending Investigation,Administrator,2021-12-01,2021,2021-12
Dear Martin,"Stone, Nic",Wisconsin,School District of Waukesha,Banned in Libraries,Administrator,2021-12-01,2021,2021-12
Away We Go,"Ostrovski, Emil",Texas,North East Independent School District,Banned Pending Investigation,Administrator,2021-12-01,2021,2021-12
"On the Come Up: A Novel, Based on a True Story","Weyer, Hannah",Texas,North East Independent School District,Banned in Libraries,Administrator,2021-12-01,2021,2021-12
"My Best Friend, Maybe","Carter, Caela",Texas,North East Independent School District,Banned Pending Investigation,Administrator,2021-12-01,2021,2021-12
Rethinking Normal: A Memoir in Transition,"Hill, Katie Rain",Texas,North East Independent School District,Banned Pending Investigation,Administrator,2021-12-01,2021,2021-12
The Black Flamingo,"Atta, Dean",Texas,North East Independent School District,Banned Pending Investigation,Administrator,2021-12-01,2021,2021-12
The Gallery of Unfinished Girls,"Karcz, Lauren",Texas,North East Independent School District,Banned Pending Investigation,Administrator,2021-12-01,2021,2021-12
Look Past,"Devine, Eric",Texas,North East Independent School District,Banned Pending Investigation,Administrator,2021-12-01,2021,2021-12
Teenage Sex and Pregnancy,"Parks, Peggy J.",Texas,North East Independent School District,Banned in Libraries,Administrator,2021-12-01,2021,2021-12
Felix Ever After,"Callender, Kacen",Texas,North East Independent School District,Banned Pending Investigation,Administrator,2021-12-01,2021,2021-12
What Philosophy Can Do,"Gutting, Gary",Texas,North East Independent School District,Banned Pending Investigation,Administrator,2021-12-01,2021,2021-12
Drama: A Graphic Novel,"Telgemeier, Raina",Texas,North East Independent School District,Banned Pending Investigation,Administrator,2021-12-01,2021,2021-12
The New Jim Crow: Mass Incarceration in the Age of Colorblindness,"Alexander, Michelle",Texas,North East Independent School District,Banned Pending Investigation,Administrator,2021-12-01,2021,2021-12
Gender Identity: The Search for Self,"Light, Kate",Texas,North East Independent School District,Banned Pending Investigation,Administrator,2021-12-01,2021,2021-12
"Homosexuality Around the World: Safe Havens, Cultural Challenges","Seba, Jaime A.",Texas,North East Independent School District,Banned in Libraries,Administrator,2021-12-01,2021,2021-12
Transgender Rights and Issues,"Pelleschi, Andrea",Texas,North East Independent School District,Banned Pending Investigation,Administrator,2021-12-01,2021,2021-12
Between the World and Me,"Coates, Ta-Nehisi",Texas,North East Independent School District,Banned Pending Investigation,Administrator,2021-12-01,2021,2021-12
The Year They Burned the Books,"Garden, Nancy",Texas,North East Independent School District,Banned in Libraries,Administrator,2021-12-01,2021,2021-12
All Boys Aren't Blue,"Johnson, George M.",Texas,Denton Independent School District,Banned in Libraries and Classrooms,Administrator,2021-12-01,2021,2021-12
Little & Lion,"Colbert, Brandy",Texas,North East Independent School District,Banned Pending Investigation,Administrator,2021-12-01,2021,2021-12
The Ultimate Guys' Body Book: Not-So-Stupid Questions About Your Body,"Larimore, Walter",Texas,North East Independent School District,Banned Pending Investigation,Administrator,2021-12-01,2021,2021-12
Aristotle and Dante Discover the Secrets of the Universe (Aristotle and Dante Series),"Sáenz, Benjamin Alire",Texas,Klein Independent School District,Banned Pending Investigation,Administrator,2021-12-01,2021,2021-12
The Sweet Revenge of Celia Door,"Finneyfrock, Karen",Texas,North East Independent School District,Banned in Libraries,Administrator,2021-12-01,2021,2021-12
Putting Makeup on the Fat Boy,"Wright, Bil",Texas,North East Independent School District,Banned in Libraries,Administrator,2021-12-01,2021,2021-12
Gingerbread (Cyd Charisse Series),"Cohn, Rachel",Texas,North East Independent School District,Banned in Libraries,Administrator,2021-12-01,2021,2021-12
Rick,"Gino, Alex",Texas,North East Independent School District,Banned Pending Investigation,Administrator,2021-12-01,2021,2021-12
Forever for a Year,"Gottfred, B. T.",Texas,Cypress-Fairbanks Independent School District,Banned in Libraries and Classrooms,Administrator,2021-12-01,2021,2021-12
"Bend, Don't Shatter: Poets on the Beginning of Desire","Rachel, T. Cole",Texas,Cypress-Fairbanks Independent School District,Banned in Libraries and Classrooms,Administrator,2021-12-01,2021,2021-12
It's Our Prom (So Deal With It),"Peters, Julie Anne",Texas,North East Independent School District,Banned Pending Investigation,Administrator,2021-12-01,2021,2021-12
The Devouring Gray (The Devouring Gray Series),"Herman, Christine Lynn",Texas,North East Independent School District,Banned Pending Investigation,Administrator,2021-12-01,2021,2021-12
Not My Idea: A Book About Whiteness (Ordinary Terrible Things Series),"Higginbotham, Anastasia",Wisconsin,School District of Waukesha,Banned in Libraries and Classrooms,Administrator,2021-12-01,2021,2021-12
Birth Control,"Espejo, Roman",Texas,Klein Independent School District,Banned Pending Investigation,Administrator,2021-12-01,2021,2021-12
I'll Give You the Sun,"Nelson, Jandy",Texas,North East Independent School District,Banned Pending Investigation,Administrator,2021-12-01,2021,2021-12
How It All Blew Up,"Ahmadi, Arvin",Texas,North East Independent School District,Banned Pending Investigation,Administrator,2021-12-01,2021,2021-12
"Friendship, Dating, and Relationships (Teens: Being Gay, Lesbian, Bisexual, or Transgender)","Payment, Simone",Texas,North East Independent School District,Banned in Libraries,Administrator,2021-12-01,2021,2021-12
Homophobia: From Social Stigma to Hate Crimes,"Palmer, Bill",Texas,North East Independent School District,Banned in Libraries,Administrator,2021-12-01,2021,2021-12
"Considering Hate: Violence, Goodness, and Justice in American Culture and Politics","Whitlock, Kay",Texas,North East Independent School District,Banned Pending Investigation,Administrator,2021-12-01,2021,2021-12
The Downstairs Girl,"Lee, Stacey",Texas,North East Independent School District,Banned Pending Investigation,Administrator,2021-12-01,2021,2021-12
The Breakaways,"Johnson, Cathy G.",Texas,North East Independent School District,Banned in Libraries,Administrator,2021-12-01,2021,2021-12
LGBTQ Families: The Ultimate Teen Guide,"Apelqvist, Eva",Texas,North East Independent School District,Banned Pending Investigation,Administrator,2021-12-01,2021,2021-12
Heather Has Two Mommies,"Newman, Lesléa",Pennsylvania,Pennridge School District,Banned in Libraries and Classrooms,Administrator,2021-12-01,2021,2021-12
SEX: If You're Scared of The Truth Don't Read This!,"Sommer, Carl",Texas,North East Independent School District,Banned in Libraries,Administrator,2021-12-01,2021,2021-12
Gender Queer: A Memoir,"Kobabe, Maia",Texas,Clear Creek Independent School District,Banned in Libraries and Classrooms,Administrator,2021-12-01,2021,2021-12
The Summer of Jordi Perez (And the Best Burger in Los Angeles),"Spalding, Amy",Texas,North East Independent School District,Banned Pending Investigation,Administrator,2021-12-01,2021,2021-12
Let's Talk About Love,"Kann, Claire",Texas,North East Independent School District,Banned Pending Investigation,Administrator,2021-12-01,2021,2021-12
The Grief Keeper,"Villasante, Alexandra",Texas,North East Independent School District,Banned Pending Investigation,Administrator,2021-12-01,2021,2021-12
The House You Pass on the Way,"Woodson, Jacqueline",Texas,North East Independent School District,Banned Pending Investigation,Administrator,2021-12-01,2021,2021-12
Coming Out: Telling Family and Friends,"Seba, Jaime A.",Texas,North East Independent School District,Banned in Libraries,Administrator,2021-12-01,2021,2021-12
All Boys Aren't Blue,"Johnson, George M.",Texas,Cypress-Fairbanks Independent School District,Banned in Libraries,Administrator,2021-12-01,2021,2021-12
The Art of Saving the World,"Duyvis, Corinne",Texas,North East Independent School District,Banned Pending Investigation,Administrator,2021-12-01,2021,2021-12
"Hold Me Closer: The Tiny Cooper Story (Will Grayson, Will Grayson Series)","Levithan, David",Texas,North East Independent School District,Banned Pending Investigation,Administrator,2021-12-01,2021,2021-12
Keeping You a Secret,"Peters, Julie Anne",Texas,North East Independent School District,Banned Pending Investigation,Administrator,2021-12-01,2021,2021-12
Tips on Having a Gay (Ex) Boyfriend (Belle Series),"Jones, Carrie",Texas,North East Independent School District,Banned in Libraries,Administrator,2021-12-01,2021,2021-12
We Are the Ants,"Hutchinson, Shaun David",Texas,North East Independent School District,Banned Pending Investigation,Administrator,2021-12-01,2021,2021-12
Identity: A Story of Transitioning,"Maison, Corey",Texas,North East Independent School District,Banned Pending Investigation,Administrator,2021-12-01,2021,2021-12
Flamer,"Curato, Mike",Wisconsin,School District of Waukesha,Banned in Libraries and Classrooms,Administrator,2021-12-01,2021,2021-12
"The Birds, the Bees, and You and Me","Hinebaugh, Olivia",Texas,North East Independent School District,Banned Pending Investigation,Administrator,2021-12-01,2021,2021-12
The Cider House Rules,"Irving, John",Texas,North East Independent School District,Banned Pending Investigation,Administrator,2021-12-01,2021,2021-12
Proxy (Proxy Series),"London, Alex",Texas,North East Independent School District,Banned Pending Investigation,Administrator,2021-12-01,2021,2021-12
All Boys Aren't Blue,"Johnson, George M.",Florida,Clay County District Schools,Banned in Libraries and Classrooms,Administrator,2021-12-01,2021,2021-12
ttyl (Internet Girls Series),"Myracle, Lauren",Wisconsin,School District of Waukesha,Banned in Libraries,Administrator,2021-12-01,2021,2021-12
One of Those Hideous Books Where the Mother Dies,"Sones, Sonya",Texas,North East Independent School District,Banned Pending Investigation,Administrator,2021-12-01,2021,2021-12
The Breakaways,"Johnson, Cathy G.",Texas,Lamar Consolidated Independent School District,Banned Pending Investigation,Administrator,2021-12-01,2021,2021-12
"They, She, He Easy as ABC","Gonzalez, Maya Christina",Texas,North East Independent School District,Banned Pending Investigation,Administrator,2021-12-01,2021,2021-12
The Abortion Debate (Essential Viewpoints),"Farrell, Courtney",Texas,North East Independent School District,Banned in Libraries,Administrator,2021-12-01,2021,2021-12
Rainbow Revolutionaries: Fifty LGBTQ+ People Who Made History,"Prager, Sarah",Texas,North East Independent School District,Banned Pending Investigation,Administrator,2021-12-01,2021,2021-12
This One Summer,"Tamaki, Mariko",Texas,North East Independent School District,Banned in Libraries,Administrator,2021-12-01,2021,2021-12
Flamer,"Curato, Mike",Texas,North East Independent School District,Banned Pending Investigation,Administrator,2021-12-01,2021,2021-12
Sonny's House of Spies,"Lyon, George Ella",Texas,North East Independent School District,Banned in Libraries,Administrator,2021-12-01,2021,2021-12
"No Girls Allowed: Tales of Daring Women Dressed as Men for Love, Freedom and Adventure","Hughes, Susan",Texas,North East Independent School District,Banned Pending Investigation,Administrator,2021-12-01,2021,2021-12
Lobizona: A Novel (Wolves of No World Series),"Garber, Romina",Texas,North East Independent School District,Banned Pending Investigation,Administrator,2021-12-01,2021,2021-12
Stamped from the Beginning: The Definitive History of Racist Ideas in America,"Kendi, Ibram X.",Texas,North East Independent School District,Banned Pending Investigation,Administrator,2021-12-01,2021,2021-12
Lies My Girlfriend Told Me,"Peters, Julie Anne",Texas,North East Independent School District,Banned in Libraries,Administrator,2021-12-01,2021,2021-12
Beyond Magenta: Transgender Teens Speak Out,"Kuklin, Susan",Texas,North East Independent School District,Banned Pending Investigation,Administrator,2021-12-01,2021,2021-12
Laura Dean Keeps Breaking Up with Me,"Tamaki, Mariko",Texas,North East Independent School District,Banned Pending Investigation,Administrator,2021-12-01,2021,2021-12
Lawn Boy,"Evison, Jonathan",Texas,North East Independent School District,Banned in Libraries,Administrator,2021-12-01,2021,2021-12
Feeling Wrong in Your Own Body: Understanding What It Means to Be Transgender,"Seba, Jaime A.",Texas,North East Independent School District,Banned in Libraries,Administrator,2021-12-01,2021,2021-12
The Miseducation of Cameron Post,"Danforth, Emily M.",Texas,North East Independent School District,Banned in Libraries,Administrator,2021-12-01,2021,2021-12
What Happened to Lani Garver,"Plum-Ucci, Carol",Texas,North East Independent School District,Banned Pending Investigation,Administrator,2021-12-01,2021,2021-12
The Blood Countess (Lady Slayers Series),"Popović, Lana",Texas,North East Independent School District,Banned Pending Investigation,Administrator,2021-12-01,2021,2021-12
